Datetime,Batterie (V),Rayonnement global (j/cm²),Température (°C),ETo (mm),Humidité relative (%),Précipitation (mm),Vitesse du vent (km/h),Direction du vent (°),tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,cloudcover,solarradiation,solarenergy,uvindex,conditions
2012-11-04,6.79,1541.6,27.66,4.48,31.5,0,23.39,214.11,33.4,18.8,25.3,31.5,18.8,24.7,10.9,43.3,0,0,0,20.9,323.6,17.8,198.8,17.2,7,Clear
2012-11-05,6.81,1517.26,27.66,4.28,29.64,0,12.42,177.69,32.8,19.1,25.1,31.1,19.1,24.6,11.1,43.7,0,0,0,23.8,265.6,44.5,190.8,16.6,7,Partially cloudy
2012-11-06,6.74,1516.97,26.67,4.51,33,0,19.43,182.88,31.8,20.3,24.5,29.8,20.3,24,8.2,37.1,0.1,100,4.17,16.6,209.9,52.3,186.1,16,7,"Rain, Partially cloudy"
2012-11-07,6.84,1549.07,26.33,3.95,24.81,0,17.93,133.82,31.1,16.5,22.6,29.1,16.5,22.2,6.8,37.9,0.1,100,4.17,18.4,121.4,60.2,164.8,14.3,7,"Rain, Partially cloudy"
2012-11-08,6.83,1077.37,25.74,3.29,31.97,0.5,13.18,116.17,29.3,18.7,23,28.2,18.7,22.8,10.4,46.1,1.6,100,33.33,21.6,227.4,36.8,172.7,14.9,7,"Rain, Partially cloudy"
2012-11-09,6.88,1552.22,22.14,3.89,28.49,0,18.87,142.51,25.9,12.7,19,25.9,12.7,19,7.2,49.6,0,0,0,27.7,296.6,63.8,143.7,12.4,5,Partially cloudy
2012-11-10,6.94,1594.61,18.28,5.03,37.95,0,23.89,230.76,22.5,11,15.7,22.5,11,15.7,6.9,58.6,0,0,0,36.7,327.2,12,204.6,17.8,8,Clear
2012-11-11,6.93,1554.38,19.08,4.19,36.25,0,23.48,220.04,25.3,9.6,16,25.3,6.3,15.6,5.5,54.3,0,0,0,35.6,321.4,9.8,204.4,17.7,7,Clear
2012-11-12,6.94,1535.23,17.13,3.39,31.28,0,15.59,174.28,21.6,7.4,13.5,21.6,5.1,12.7,0.7,47.6,0,0,0,20.5,152.5,32.9,206.6,17.7,8,Partially cloudy
2012-11-13,6.94,1557.3,16.81,3.1,29.28,0,9.36,148,22.1,8,14.3,22.1,6.3,13.8,-1.2,36.8,0,0,0,11.5,121.3,8,202,17.6,7,Clear
2012-11-14,6.93,1345.97,16.34,2.58,31.23,0,9.74,146.6,22.9,11.1,15.9,22.9,11.1,15.9,-0.7,33,0,0,0,16.9,176.4,32.9,176,15,7,Partially cloudy
2012-11-15,6.94,1452.94,17.56,2.97,25.41,0,11.8,119.94,23.5,8.9,15.7,23.5,6.8,15.3,-1.5,32.2,0,0,0,18,76.4,34,195.4,16.9,7,Partially cloudy
2012-11-16,6.92,1193.73,18.09,2.23,27.31,0,6.7,144.62,20.8,9.3,15.1,20.8,7.3,14.8,1.9,41.8,0,0,0,16.2,141.5,93,115.7,10,5,Overcast
2012-11-17,6.91,1048.19,18.89,3.05,40.99,0,18.3,203.91,22.1,11.7,15.5,22.1,11.7,15.5,8.1,63.3,4.9,100,83.33,32.4,300,46.8,147.6,12.7,7,"Rain, Partially cloudy"
2012-11-18,6.95,1497.46,18.38,4.75,38.09,0,27.82,230.56,22.6,10.2,14.7,22.6,10.2,14.7,6.1,60.6,1,100,37.5,42.1,328.6,3.3,195.7,16.9,7,Rain
2012-11-19,6.89,1466.25,17.85,2.94,29.92,0,13.6,178.23,22.4,7.9,14.6,22.4,5.3,13.7,0.4,41.1,0,0,0,18.4,168.5,5.2,194.6,16.7,7,Clear
2012-11-20,6.88,1476.69,16.94,2.81,27.02,0,8.97,162.07,22.7,8.3,14.8,22.7,5.9,14.2,2.3,45.3,0,0,0,20.2,88.8,7,189.9,16.2,7,Clear
2012-11-21,6.93,1389.72,16.4,2.64,34.3,0,8.02,125.55,21.9,8.4,15.1,21.9,6.5,14.8,2.5,44.1,0,0,0,20.2,115.2,63.4,154.7,13.2,6,Partially cloudy
2012-11-22,6.91,1234.15,18.05,2.35,34.1,0,6.34,142.16,23.7,10.8,16.4,23.7,10.8,16.4,3.3,43.3,0,0,0,14.4,93.1,25.4,173,15.1,7,Partially cloudy
2012-11-23,6.9,1330.54,17.47,2.61,35.94,0,13.09,137.21,22.4,9.2,15.9,22.4,7.4,15.7,3.3,44.5,0,0,0,16.9,67,27.8,165.1,14.3,6,Partially cloudy
2012-11-24,6.92,1223.1,16.04,2.21,43.94,0,6.56,149.9,21.7,9.9,15.1,21.7,8.2,15,3.3,46.8,0,0,0,16.9,58.6,27,148.6,12.8,5,Partially cloudy
2012-11-25,6.95,1263.23,16.25,2.76,39.04,0,13.3,120.72,21.9,9.6,14.6,21.9,7.7,14.5,3.2,48.1,0,0,0,23.4,89.8,43.9,169.1,14.6,7,Partially cloudy
2012-11-26,6.82,714.37,17.42,1.94,37.98,0.1,11.01,114.85,22.1,10.5,15.5,22.1,10.5,15.5,5.9,54.5,0.4,100,12.5,22.3,96.6,42.9,151.2,13.1,6,"Rain, Partially cloudy"
2012-11-27,6.93,1319.94,18.1,3.39,40.45,0,16.49,209.11,24.4,10.6,16.2,24.4,10.6,16.2,5.3,51.2,0,0,0,22,242.1,2.3,174.1,15.1,7,Clear
2012-11-28,6.58,1411.98,17.32,3.6,30.07,0,14.74,191.41,22.3,5.9,12.9,22.3,2.7,11.7,-1.6,41.8,0,0,0,25.6,271.6,0,189.1,16.4,7,Clear
2012-11-29,6.73,1380.24,15.97,3.25,36.74,0,12.86,222.4,20.9,7.2,12.7,20.9,3.7,11.2,-0.1,45.2,0,0,0,23.8,160.2,0.3,183,15.7,7,Clear
2012-11-30,6.92,1402.37,15.65,4.22,32.81,0,19.23,223.44,21.2,5.1,11.7,21.2,1.9,10,-0.1,49.7,0.1,100,4.17,40.3,328,0.7,185.6,16,7,Rain
2012-12-01,6.91,1401.88,13.47,3.72,36.04,0,19.96,221.73,16.1,5.1,9.8,16.1,1.4,7.8,2.1,61.7,0.8,100,33.33,34.9,324.8,4.8,173.4,15,7,Rain
2012-12-02,6.94,1271.81,11.76,2.34,33.96,0,13.12,157.89,15.9,4.5,9.4,15.9,0.6,7.5,-0.5,53.3,0,0,0,24.5,157.8,5.3,168.9,14.7,6,Clear
2012-12-03,6.96,1388.27,10.1,2.21,36.4,0,8.8,127.9,16.4,4.3,9.7,16.4,0.8,8.4,-4.4,39,0,0,0,21.6,108.3,0,178.9,15.5,7,Clear
2012-12-04,6.96,1396.83,11.62,2.52,32.43,0,7.93,144.46,19.7,3.5,10.6,19.7,0.6,9.6,-4.8,36.3,0,0,0,10.8,109.6,0,180.4,15.7,7,Clear
2012-12-05,6.95,1378.61,12.29,2.47,28.26,0,9.62,161.01,19.8,5.7,12.1,19.8,3.4,11.3,-5.2,31.5,0,0,0,10.1,195.1,0,178,15.3,7,Clear
2012-12-06,6.94,1374.6,12.69,2.44,28.22,0,6.81,139.94,20.2,6.9,12.2,20.2,4.9,11.6,-6.2,28.7,0,0,0,12.2,133.5,17.5,178.3,15.4,7,Clear
2012-12-07,6.94,1362.96,14.48,2.51,28.83,0,7.95,164.69,22,6.2,12.8,22,3.8,11.8,-2.4,39,0,0,0,27,309.6,19.3,173.3,15,7,Clear
2012-12-08,6.91,1325.41,16.88,2.94,34.31,0,14.51,177.87,22.4,9.3,14.4,22.4,6.4,13.4,4.8,55.7,0,0,0,24.5,168.8,28.9,171.6,14.9,7,Partially cloudy
2012-12-09,6.89,1277.46,13.83,2.38,26.86,0,10.97,129.04,19.8,7.6,13.5,19.8,5.2,13,-1.7,37.2,0,0,0,16.6,90.1,62.3,129.8,11.2,5,Partially cloudy
2012-12-10,6.94,1333.8,13.5,2.47,29.64,0,7.58,154.23,19.9,7.7,13.4,19.9,5.8,13.1,0.7,42.8,0,0,0,10.8,131.1,35.7,167.3,14.4,7,Partially cloudy
2012-12-11,6.8,1089.33,13.1,1.92,38.39,0,5.28,140.34,17.4,10.2,13,17.4,10.2,13,1,44.5,0,0,0,7.9,167.5,81,79.6,6.7,3,Partially cloudy
2012-12-12,6.88,1318.6,12.64,2.34,40.59,0,9.09,139.62,19.1,6.9,11.7,19.1,5.4,11,-0.3,45.8,0,0,0,14.4,211.3,20.2,168.6,14.7,7,Partially cloudy
2012-12-13,6.88,1306.42,14.53,2.57,33.71,0,9.89,191.09,21.1,6.6,12.7,21.1,3.6,11.6,-1.1,42.1,0,0,0,18,256.3,0.5,172.9,15,7,Clear
2012-12-14,6.94,1309.67,14.05,2.48,34.48,0,9.53,151.48,20.7,6.6,12.6,20.7,4.4,11.8,-1.3,41.1,0,0,0,13.3,128,25.7,170.9,14.9,7,Partially cloudy
2012-12-15,6.93,1301.15,14.54,2.33,32.12,0,6.83,171.73,23.3,8.6,14.6,23.3,6.8,14.1,-0.6,38.5,0,0,0,10.8,284.1,26.3,169.2,14.6,6,Partially cloudy
2012-12-16,6.82,1308.97,15.83,2.43,29.55,0,5.87,158.48,22.9,8.3,15.1,22.9,6.1,14.6,-0.9,36.5,0,0,0,13.7,114.7,9.2,170,14.8,7,Clear
2012-12-17,6.87,1311.39,17.31,2.75,24.2,0,8.07,178.66,24,9.4,16,24,7.3,15.6,-2.3,30.2,0,0,0,14.4,61.3,0.4,171.6,15,7,Clear
2012-12-18,6.84,1307.54,16.16,2.45,26.07,0,5.42,159.55,23.5,9.3,15.9,23.5,7.6,15.4,-1.2,32.4,0,0,0,12.6,109.3,3.6,171.7,15,7,Clear
2012-12-19,6.83,1319.24,15.92,2.62,27.22,0,10.15,170.44,23,10.3,15.7,23,10.3,15.7,-1.2,32.7,0,0,0,11.2,194.7,1.8,173.3,15,7,Clear
2012-12-20,6.92,1288.14,15.54,2.31,28.81,0,8.42,160.93,23.5,9.5,15.8,23.5,7.9,15.3,-2.5,30.4,0,0,0,12.2,229.1,64.3,160.3,13.9,6,Partially cloudy
2012-12-21,6.88,1063.79,15.73,1.91,28.73,0,5.27,166.15,22.9,10.3,16.2,22.9,10.3,16.2,-2.8,28.2,0,0,0,13,50.4,81.5,117.4,10.2,5,Partially cloudy
2012-12-22,6.9,1237.93,15.75,2.32,24.69,0,9.31,177.71,24.3,9.7,16.4,24.3,8,16.3,-3.7,26.5,0,0,0,14.4,55,50.3,160.2,13.9,6,Partially cloudy
2012-12-23,6.9,1309,17.55,3.01,18.28,0,9.88,173.73,24.1,9.3,15.5,24.1,7.3,15.3,-2.8,29.5,0,0,0,19.1,70.7,0,170,14.7,7,Clear
2012-12-24,6.93,1284.47,15.41,2.55,33.15,0,10.47,132.45,22,8.5,14.6,22,6.4,14,0.3,39.3,0,0,0,16.2,110,0,160.1,14,6,Clear
2012-12-25,6.89,1283.68,16.08,2.72,35.84,0,11.1,182.22,22.5,8.2,14.3,22.5,6.5,14,1,43.5,0,0,0,22.7,227.5,0.2,162.6,13.9,6,Clear
2012-12-26,6.93,1266.65,15.91,2.59,37.11,0,10.45,191.4,21,7.4,13.1,21,5,12.3,0.7,46.7,0,0,0,17.6,70.8,0.1,167.7,14.6,6,Clear
2012-12-27,6.94,1302.27,13.79,4.66,34.28,0,11.36,134.99,19.6,6.7,11.8,19.6,3.7,10.6,-0.4,44.7,0,0,0,22.3,65.4,0,167.4,14.6,7,Clear
2012-12-28,6.96,1323.08,12.04,2.17,38.98,0,5.54,152.75,18.9,6,11.1,18.9,3.1,9.9,-1.8,42.6,0,0,0,27.4,55.3,0,175.3,15.3,7,Clear
2012-12-29,6.91,1364.57,11.77,2.41,30.82,0,9.56,138.13,22.2,6.5,12.4,22.2,3.9,11.3,-6.8,28.4,0,0,0,13.7,115,0,179.9,15.7,7,Clear
2012-12-30,6.94,1355.15,12.11,2.31,25.91,0,5.81,157.58,21.1,6.5,12.7,21.1,3.9,11.9,-8.1,24.6,0,0,0,13.7,120,0,177.3,15.4,7,Clear
2012-12-31,6.95,1347.03,12.02,2.38,26.56,0,9.87,133.91,20,4,11.2,20,1.3,10.1,-7.6,28.1,0,0,0,13.7,152.6,15.2,173.8,15,7,Clear
2013-01-01,,,,,,,,,21.8,5.9,13,21.8,2.6,11.8,-2,39.9,0,0,0,20.9,213.4,18,177.3,15.4,7,Clear
2013-01-02,7,652.02,14.36,1.42,22.84,0,6.87,132.91,19.7,5.9,11.8,19.7,2.7,10.3,-1.7,43.1,0,0,0,21.2,141.3,0.1,172,14.9,7,Clear
2013-01-03,6.95,1342.71,12.82,2.9,30.11,0,13.17,112.98,21.8,6.7,12.5,21.8,4.5,11.4,-2.5,38.8,0,0,0,22.7,127.4,0,175.2,15.3,7,Clear
2013-01-04,6.97,1348.45,11,2.24,36.3,0,11.54,152.58,16.1,4.7,9.3,16.1,0.9,7.4,-3.8,41.8,0,0,0,24.8,68.6,0,177.3,15.1,7,Clear
2013-01-05,6.9,1368.67,9.8,2.15,38.25,0,7.33,149.54,16.8,4.1,9.6,16.8,0.9,8.3,-3.2,42,0,0,0,23.8,57.7,18.7,177.7,15.3,7,Clear
2013-01-06,6.96,1393.12,11.48,2.46,31.9,0,8.35,149.1,19.2,4.9,11.3,19.2,2.2,10.3,-5.3,33.6,0,0,0,12.2,111.3,0,180.3,15.7,7,Clear
2013-01-07,6.95,1406.13,12.77,2.55,24.17,0,9.2,171.61,20,5.3,11.9,20,2.5,10.8,-7.4,27.3,0,0,0,13.3,122,0,182.6,15.9,7,Clear
2013-01-08,6.95,1413.34,13.79,2.61,20.59,0,11.98,190.1,21.3,5.9,13,21.3,3.3,12.2,-7.6,26.2,0,0,0,12.2,106,2.8,184.6,16,7,Clear
2013-01-09,6.93,1418.32,13.59,2.66,20.7,0,8.95,155.66,21.3,7,12.9,21.3,4.7,12.2,-8.7,22.5,0,0,0,14,63,39.8,169,14.4,7,Partially cloudy
2013-01-10,6.92,1405.62,13.35,2.48,22.48,0,6.95,131.88,20.3,6.2,12.1,20.3,3.8,11.1,-6.3,28.9,0,0,0,12.6,112.4,14.9,173.2,15,7,Clear
2013-01-11,6.91,1402.98,12.68,2.53,25.93,0,7.16,143.36,21.3,6.5,12.6,21.3,4.3,11.8,-7,26.6,0,0,0,10.8,159.7,6.1,182.5,15.9,7,Clear
2013-01-12,6.88,1396.12,13.5,2.56,22.72,0,7.53,156.87,22.1,6.1,12.7,22.1,3.4,11.7,-6.9,28,0,0,0,13.7,172.9,33.2,183,15.9,7,Partially cloudy
2013-01-13,6.9,1416.1,15.47,3.78,18.37,0,21.23,183.98,25,5.8,13.5,25,2.8,12.3,-5.7,31.2,0,0,0,26.6,337.1,2.3,188.7,16.3,7,Clear
2013-01-14,6.96,1437.4,14.35,3.17,19.92,0,13.75,156.34,20.3,2.4,10.7,20.3,-1.9,9,-6,37.4,0,0,0,27,146.1,0.1,190.4,16.5,7,Clear
2013-01-15,6.96,1401.67,11.91,2.53,26.37,0,9.48,142.63,18.9,4.1,10.1,18.9,0.9,8.6,-7.4,31.1,0,0,0,14.4,131.5,0.1,184.7,15.9,7,Clear
2013-01-16,6.91,1430.59,13.81,2.6,24.54,0,9.41,158.59,24.8,5,13,24.8,1.7,11.8,-7.7,27.8,0,0,0,31,318.6,7.8,189.9,16.5,7,Clear
2013-01-17,6.92,1225.27,17.41,3.4,10.8,0,13.83,180.22,25.7,6.9,14.3,25.7,3.4,12.9,-8.4,24,0,0,0,30.6,267.1,37.7,190.3,16.4,7,Partially cloudy
2013-01-18,6.92,1414.55,14.01,2.54,16.84,0,7.09,134.14,22.7,7.4,13.9,22.7,4.9,13.1,-2.3,36.3,0,0,0,15.1,132,5.9,184.4,15.9,7,Clear
2013-01-19,6.95,1228.85,14.96,3.28,30.72,0,25.41,195.59,19,8.7,12.7,19,3.9,11.3,4.6,59.6,1.6,100,41.67,47.2,317.2,51.2,167.9,14.5,7,"Rain, Partially cloudy"
2013-01-20,6.92,1420.27,17.39,4.91,28.22,0,24.9,218.06,23.2,7.2,13.2,23.2,2.5,11.3,1.1,49,0,0,0,45.4,334.3,45.8,193,16.6,7,Partially cloudy
2013-01-21,6.86,1454.75,17.7,4.13,34.61,0,18.96,193.14,24.8,8.3,14.9,24.8,5.3,13.8,3.6,51.4,0,0,0,29.2,330.4,18.8,189.5,16.3,7,Clear
2013-01-22,6.86,1108.98,16.22,2.72,39.03,0,22.16,178.97,22.7,9,14.2,22.7,5.6,13.6,-1.2,42.2,0,0,0,25.9,154.9,79.2,143.9,12.4,5,Partially cloudy
2013-01-23,6.93,1534.79,15.57,3.48,20.42,0,15.1,172.62,23.4,8.2,14.4,23.4,5.3,13.2,-7.4,23.7,0,0,0,23,60.2,0.2,197.8,17.1,7,Clear
2013-01-24,6.95,1509.72,15.39,3.75,17.82,0,20.46,190.45,22.5,6.1,13,22.5,3.3,12,-3.8,34,0,0,0,22.7,166.5,9.2,193.1,16.7,7,Clear
2013-01-25,6.94,1502.25,18.63,4.25,24.22,0,20.62,210.25,25,8.4,15.4,25,5.1,14.4,1.8,41.9,0,0,0,31,303.2,17.9,184.2,15.9,7,Clear
2013-01-26,6.92,1503.33,18.92,3.61,32.94,0,14.68,193.17,25.3,10.4,16.9,25.3,10.4,16.9,0.9,39.3,0,0,0,23.8,146.7,0.6,198.7,17,7,Clear
2013-01-27,6.92,1524,18.84,3.29,28.2,0,9.91,163.37,24.9,10.7,16.9,24.9,10.7,16.9,-4.1,25.8,0,0,0,13.3,119.2,7.2,199.9,17.1,7,Clear
2013-01-28,6.91,1529.97,19.05,3.2,23.97,0,9.01,180.6,25.3,8.9,16.3,25.3,6.8,15.9,-3,29.5,0,0,0,13.3,127.9,0,202.5,17.6,7,Clear
2013-01-29,6.92,1579.53,16.81,3.05,21.38,0,10.75,145.49,23.4,9,15,23.4,6.4,14.5,-4.4,28.3,0,0,0,22.7,73.4,0,202.7,17.3,7,Clear
2013-01-30,6.87,1602.56,17.1,3.13,13.6,0,8.11,168.25,24.7,8,15.7,24.7,5.7,15.1,-9.6,19.2,0,0,0,13.3,97.5,0,213.3,18.5,8,Clear
2013-01-31,6.87,1309.35,17.25,2.78,11.53,0,9.7,99.08,24.1,8.4,15.6,24.1,6.2,14.9,-12.7,14.4,0,0,0,16.2,97.7,0,213.5,18.5,8,Clear
2013-02-01,6.92,1607.18,17.61,3.26,10.78,0,11.27,173.57,26.1,9,16.3,26.1,7,15.9,-10.9,16.1,0,0,0,18,137.1,0,214.5,18.5,8,Clear
2013-02-02,6.83,1636.07,20.37,4.16,11.77,0,14.9,173.97,30.3,9.9,18.2,28.5,7.4,17.7,-7.8,20.6,0,0,0,29.5,336.9,0,221.2,19.2,8,Clear
2013-02-03,6.95,1518.22,17.85,4.06,19.42,0,20,133.69,21.7,8.7,13.7,21.7,5.9,13,-3.9,30.7,0,0,0,31.3,107.1,0,212.2,18.5,8,Clear
2013-02-04,6.99,1628.54,13.13,2.89,28.27,0,18.89,116.02,18,6.1,10.8,18,3,9.4,-6.4,30.5,0,0,0,28.4,79.1,0,210.6,18.4,8,Clear
2013-02-05,6.98,1647,11.21,2.71,28.26,0,7.18,119.72,18.7,2.9,10,18.7,0,8.8,-10.3,24,0,0,0,12.2,124.7,13.2,214.3,18.6,8,Clear
2013-02-06,6.94,1575.63,13.65,2.72,23.86,0,6.49,139.59,24.8,6.8,14.4,24.8,4.1,13.5,-1.7,38.9,0,0,0,15.8,241.4,55.5,202.6,17.6,8,Partially cloudy
2013-02-07,6.94,1171.14,16.85,2.26,23.63,0,8.49,105.48,23.9,9.5,15.1,23.9,7.9,14.6,-7.6,22.8,0,0,0,15.8,68.7,20.3,208.3,18.1,8,Partially cloudy
2013-02-08,6.95,1637.52,14.52,2.75,24.61,0,5.81,151.53,21.8,6.6,13.5,21.8,3.7,12.7,-4.4,30.6,0,0,0,20.9,117.8,8.2,212.9,18.5,8,Clear
2013-02-09,6.9,1717.48,16.7,3.86,19.34,0,12.86,137.75,22.4,7,13.5,22.4,4.1,12.4,-10.5,21.4,0,0,0,23,83.1,0,231.1,20.2,8,Clear
2013-02-10,6.85,1729.58,13.65,3.18,20.55,0,11.09,117.3,19.7,4.9,11.8,19.7,1.3,10.5,-8.6,24.7,0,0,0,22.3,117.3,0,226.8,19.5,8,Clear
2013-02-11,6.93,1748.59,15.01,4.85,19.09,0,27.77,162.09,23.6,6.5,13.6,23.6,4.3,12.8,-7.2,26.2,0,0,0,33.1,317.2,0,228.9,19.8,8,Clear
2013-02-12,6.94,1764.9,17.93,3.93,19.92,0,22.31,152.68,23.9,5.6,14.3,23.9,2.6,13.2,-1.2,39.9,0,0,0,27.7,199.1,0.1,229.3,19.8,8,Clear
2013-02-13,6.96,1775.32,15.9,3.35,24.04,0,9.9,127.77,22.4,8.3,14.2,22.4,5.4,13.4,-0.4,38.7,0,0,0,33.1,85.6,0,223.2,19.3,8,Clear
2013-02-14,6.94,1753.39,15.09,3.07,28.84,0,6,123.45,22.9,7.4,14.3,22.9,5.2,13.7,-2.3,34.7,0,0,0,16.6,98.4,0,223.3,19.3,8,Clear
2013-02-15,6.9,1777.09,15.31,3.15,28.23,0,6.76,139.08,22.6,6.7,14.1,22.6,4.4,13.6,-4.6,28.8,0,0,0,11.9,124.1,0.1,228.9,19.7,8,Clear
2013-02-16,6.93,1795.51,15.43,3.31,28.4,0,7.22,121.5,23.1,8.1,14.9,23.1,6.7,14.8,-3.8,29,0,0,0,11.5,184.7,0.4,227,19.6,8,Clear
2013-02-17,6.93,1829.85,19.1,5.17,18.39,0,15.89,203.5,25.7,8.5,16,25.7,6.5,15.4,-5.4,26.1,0,0,0,19.4,244.1,34.8,210.1,18.2,8,Partially cloudy
2013-02-18,6.84,1342.73,18.67,3.87,19.1,0,13.81,185.84,24,10.8,15.8,24,10.8,15.8,-4.9,26.3,1.3,100,37.5,28.8,259.3,95.2,168.8,14.6,7,"Rain, Overcast"
2013-02-19,6.92,1673.22,14.92,4.19,36.84,0,23.9,220.88,17.7,7.7,12,17.7,3.5,11,2.2,53.7,4.7,100,54.17,38.5,318.1,42.8,191.3,16.6,7,"Rain, Partially cloudy"
2013-02-20,6.99,1932.63,14.76,5.03,31.85,0,22.69,235.66,20.6,5.8,12,20.6,1.1,10,0.6,49.8,0,0,0,37.1,337.6,1.6,243.3,20.8,8,Clear
2013-02-21,6.96,1930.04,16.92,4.29,30.85,0,14.31,189.79,22,6,13.4,22,2.9,12.2,-1.2,41.3,0,0,0,22.7,207,0.5,246.1,21.4,9,Clear
2013-02-22,6.94,1978.95,18.05,5.22,34.3,0,18.39,218.27,25.6,7.8,15.3,25.6,5.1,14.4,2.1,50.6,0,0,0,33.1,292.1,14.3,251.1,21.6,9,Clear
2013-02-23,6.93,177.88,16.95,1.31,42.44,0,23.56,91.39,23.5,8.3,14.5,23.5,4.8,13.3,0.2,46.5,0,0,0,41.4,334.1,13.3,254.7,22.2,9,Clear
2013-02-24,6.89,2000.65,18.08,3.77,18.4,0,8.07,102.11,23.3,6.4,14.5,23.3,2.6,13.3,-4.5,32.2,0,0,0,25.6,203.1,13.8,253.9,21.8,9,Clear
2013-02-25,6.9,2003.3,18.21,3.95,17.95,0,8.83,151.74,26.8,8.5,16.8,26.6,6.8,16.3,-5.3,23.8,0,0,0,17.3,191.2,0,253.1,21.7,9,Clear
2013-02-26,6.9,1999.9,20.68,4.14,15.17,0,9.7,171.68,27,9.1,17.5,26.7,7.1,17.3,-3.3,26.4,0,0,0,22.7,146.7,66.5,240.5,20.7,9,Partially cloudy
2013-02-27,6.93,1558.02,18.27,3.88,28.13,0,24,166.97,23.3,10.6,15.6,23.3,10.6,15.6,3.8,48.3,0,0,0,32.8,302.7,55.1,193.3,16.8,7,Partially cloudy
2013-02-28,6.97,1794.51,16.15,4.92,34.84,0,27.12,228.32,21.3,6.2,12.8,21.3,2.4,11.2,-0.8,45.9,0,0,0,38.9,324.8,21,244.2,21,9,Partially cloudy
2013-03-01,6.94,1991.79,18.25,4.61,19.97,0,17.7,145.41,24.2,6.8,14.8,24.2,3.2,13.6,-7.3,24.7,0,0,0,29.5,210,64.6,250,21.4,9,Partially cloudy
2013-03-02,6.93,1220.25,16.86,2.66,19.85,0,12.37,74.27,23.7,9,15.4,23.7,6.9,15.2,-2.3,33.4,0.2,100,8.33,18.7,162.5,54.5,185.5,15.9,8,"Rain, Partially cloudy"
2013-03-03,6.95,1251.63,18.38,3.15,31.77,0,14.76,171.25,22.5,8.6,15.3,22.5,6.5,15,6.5,59.5,1.1,100,16.67,24.1,260.1,65.4,185.2,16,9,"Rain, Partially cloudy"
2013-03-04,6.91,1219.8,15.79,2.27,67.15,21.5,13.86,128.57,17.9,11,13.9,17.9,11,13.9,8.6,71.2,53.1,100,100,41.8,229.9,85.9,138.3,11.9,5,"Rain, Partially cloudy"
2013-03-05,6.96,1604.33,15.21,3.11,62.39,6.1,14.41,175.43,19.3,9.8,13.6,19.3,7.4,13.3,7.2,69,9.7,100,100,43.6,257.9,25.3,238,20.3,8,"Rain, Partially cloudy"
2013-03-06,6.91,2050.71,17.99,4.25,51.8,0,21.78,201.95,23.9,8.6,15.4,23.9,6.2,14.7,9.7,72.4,2.7,100,62.5,36.4,289.6,30.1,248.3,21.2,9,"Rain, Partially cloudy"
2013-03-07,6.85,2169.69,21.28,5.39,40.91,0,18.55,222.39,28.4,10.7,18,27.1,10.7,17.8,9,62.8,0,0,0,25.2,307.5,63.1,266.6,23,9,Partially cloudy
2013-03-08,6.9,2141.33,21.86,5.83,32.57,0,20.32,223.87,29.1,11,18.7,27.4,11,18.3,5.3,50,0,0,0,26.6,306,74.3,267.1,23,9,Partially cloudy
2013-03-09,6.92,1779.93,20.65,5.4,34.2,0,17.61,225.77,23.6,10.9,16.9,23.6,10.9,16.9,9.2,63.5,0,0,0,28.8,312.1,56.7,209,17.9,7,Partially cloudy
2013-03-10,6.95,1544.51,17.67,5.21,31.34,0,25.13,231.95,22.2,8.1,14.1,22.2,5,13.4,4.5,58.4,0,0,0,37.1,319.4,48.2,236.5,20.4,9,Partially cloudy
2013-03-11,6.94,2336.46,18.84,5.47,27.64,0,23.66,195.6,26.2,7.4,15.3,26.2,3.4,14,1.8,47.6,0,0,0,33.5,324.9,6.2,285,24.6,10,Clear
2013-03-12,6.95,2139,21.09,6.38,28.32,0,26.6,220.27,25.7,9.3,16.4,25.7,5.9,16,4.9,49.8,0,0,0,33.5,324.9,75.4,217.9,18.7,9,Partially cloudy
2013-03-13,6.96,2258.5,20.28,5.55,41.49,0,21.44,220.14,24.3,11.3,17,24.3,11.3,17,9,62.2,0,0,0,41.8,321.8,83.8,272.3,23.4,9,Partially cloudy
2013-03-14,6.94,1375.33,20.15,3.22,39.92,0,18.39,186.08,27.7,11.7,18.6,26.7,11.7,18.5,8.6,56.6,0,0,0,21.2,278.3,90.7,249.3,21.4,8,Overcast
2013-03-15,6.93,1732.29,19.73,3.38,26.97,0,10.92,125.01,23.8,11.6,17.8,23.8,11.6,17.8,6.3,48.3,0,0,0,22.3,103,93.8,182.2,15.5,6,Overcast
2013-03-16,6.87,1628.61,19.87,3.3,24.46,0,10.29,129.06,21.8,13.3,16.9,21.8,13.3,16.9,4.5,45.9,0,0,0,15.1,90.5,91.6,113,9.7,4,Overcast
2013-03-17,6.93,2347.64,21.02,5.66,24.41,0,24.51,172.62,26.5,10.6,17.3,26.5,10.6,17.3,5.3,49.2,0.2,100,8.33,34.2,185.3,19.3,274.7,23.9,9,Rain
2013-03-18,6.92,2467.27,21.51,6.11,35.98,0,17.52,221.82,27.5,10.5,17.7,26.5,10.5,17.6,8.5,60.7,0.3,100,12.5,24.8,304.2,67.3,256.7,22.2,9,"Rain, Partially cloudy"
