Datetime,Batterie (V),Rayonnement global (j/cm²),Température (°C),ETo (mm),Humidité relative (%),Précipitation (mm),Vitesse du vent (km/h),Direction du vent (°),tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,cloudcover,solarradiation,solarenergy,uvindex,conditions
2015-05-03,6.78,,32.84,2.6,3.22,0,11.71,,39.1,20.3,29.6,35.5,20.3,28.1,-8.1,9.6,0,0,0,17.3,133.7,64.1,351.7,30.5,10,Partially cloudy
2015-05-04,6.71,,32.74,2.5,3.87,0,14.36,,39.5,20.8,29.6,36.2,20.8,28.1,2,20.4,0,0,0,33.8,284.4,41.3,338.8,29.2,10,Partially cloudy
2015-05-05,6.78,,31.43,3.12,4.73,0,15.23,,38.6,18,27.5,35.2,18,26.2,-0.1,21,0,0,0,26.6,298.3,16.3,353.2,30.6,10,Clear
2015-05-06,6.77,,31.12,1.69,6.08,0,9.75,,39,17,27.9,35.4,17,26.5,0.5,25.2,0,0,0,29.5,284.8,0.2,360.7,31.1,10,Clear
2015-05-07,6.78,,31.9,2.76,4.54,0,12.63,,39.9,19.1,29.2,36.3,19.1,27.7,-2.5,15.6,0,0,0,31,298.7,0,347.3,30,10,Clear
2015-05-08,6.78,,33.1,5.31,3.55,0,16.32,,41,20.9,30.2,37.2,20.9,28.5,-2,14.9,0,0,0,25.9,307.9,0,350.3,30.2,10,Clear
2015-05-09,6.76,,33.12,3.65,3.99,0,14.49,,41.9,20.4,30.5,37.4,20.4,28.8,-6.9,11.3,0,0,0,25.6,304.1,0,370.3,32.1,10,Clear
2015-05-10,6.75,,34.3,3.25,2.27,0,12.7,,42.4,21.5,31.8,37.9,21.5,29.7,-6.8,10,0,0,0,28.1,310.5,0,366.6,31.7,10,Clear
2015-05-11,6.69,,33.55,3.09,2.85,0,13.42,,39.6,22,30.5,36,22,28.9,-4.7,10.8,0,0,0,25.9,119.6,0,333.7,28.9,10,Clear
2015-05-12,6.63,,32.21,2.45,3.95,0,13.06,,39.4,21.2,30,35.8,21.2,28.4,-6.2,10.2,0,0,0,31,85,0,349.3,30.2,10,Clear
2015-05-13,6.75,,31.97,1.82,4.16,0,10.7,,40.6,21.6,30.9,36.7,21.6,29.1,-6.6,9.4,0,0,0,27,100.7,16.2,356.7,30.7,10,Clear
2015-05-14,6.71,,33.22,1.89,3.69,0,14.53,,40.1,25.5,32.5,36.4,25.5,30.5,-5,9.2,0,0,0,13,158.1,50.3,326,28.2,10,Partially cloudy
2015-05-15,6.73,,35.37,4.23,3.05,0,15.98,,42,24.1,33.4,37.8,24.1,31.1,-3.3,11.1,0,0,0,32.8,155.8,43.5,326,28.1,10,Partially cloudy
2015-05-16,6.77,,33.75,4.46,3.72,0,15.84,,39.2,23.3,31.2,35.9,23.3,29.5,0.2,14.8,0,0,0,29.2,222.3,50.3,329.2,28.6,10,Partially cloudy
2015-05-17,6.78,,32.41,4.1,4.2,0,16.44,,37.9,22.6,30.2,34.7,22.6,28.7,-0.4,15.7,0,0,0,25.9,203.6,0,345.7,29.8,10,Clear
2015-05-18,6.8,,31.23,3.09,4.73,0,21.02,,38.1,20.3,28,34.8,20.3,26.8,2.8,25.2,0,0,0,37.4,272.9,39.3,343.4,29.7,10,Partially cloudy
2015-05-19,6.81,,27.82,5.45,8.54,0,26.58,,34,16.6,24.8,31.5,16.6,24,7.3,38,0,0,0,38.2,316.1,16.9,360.6,31.2,10,Clear
2015-05-20,6.79,,28.31,3.78,9.91,0,18.75,,35.6,16.1,26.3,33,16.1,25.2,6.9,35.7,0,0,0,29.9,208.7,2.6,350.7,30.3,10,Clear
2015-05-21,6.81,,29.39,2.34,8.07,0,13.84,,35.2,20.4,28,32.7,20.4,26.9,4.7,23.8,0,0,0,29.9,111.7,21.2,346.9,30.1,10,Partially cloudy
2015-05-22,6.77,,30.16,3.03,6.78,0,15.67,,36.5,20.8,28.2,33.7,20.8,27,4.3,24.4,0,0,0,41.8,158.3,2.6,329.8,28.4,10,Clear
2015-05-23,6.79,,26.54,4.45,12.38,0,33.23,,33.8,18.5,24.9,31.5,18.5,24.2,7.3,35.7,0,0,0,43.9,269.7,0.2,323.6,28.1,10,Clear
2015-05-24,6.84,,22.83,5.41,13.2,0,26.08,,29.9,14.4,21.6,28,14.4,21.2,4.9,38.1,0,0,0,49,325.2,0.5,367.1,31.7,10,Clear
2015-05-25,6.89,,23.78,4.97,10.57,0,21.49,,30.6,13.6,21.5,28.6,13.6,21,5.9,41.1,0,0,0,35.6,321.9,0.5,365,31.5,10,Clear
2015-05-26,6.88,,25.46,3.43,10.8,0,18.91,,31.3,16.9,23.8,29.2,16.9,23.2,5.7,33.9,0,0,0,31.3,161.5,2.8,349.2,30.1,10,Clear
2015-05-27,6.87,,27.21,2.76,8.36,0,15.89,,33.3,17.2,25.2,30.9,17.2,24.4,4.7,31.1,0,0,0,23,201.4,0.7,360.3,31,10,Clear
2015-05-28,6.84,,25.23,1.77,11.34,0,12.34,,31.2,18.2,24.3,29.1,18.2,23.6,2.1,28.5,0,0,0,28.8,260.1,0.4,371.7,32.1,10,Clear
2015-05-29,6.87,,25.53,3.89,10.89,0,19.02,,33.7,13.7,23.7,31.2,13.7,22.9,4.7,36.9,0,0,0,31,322.6,13.3,370.3,31.9,10,Clear
2015-05-30,6.81,,28.24,2.1,8.41,0,11.97,,32.2,18.6,25.6,29.9,18.6,24.8,5.7,30.8,0,0,0,25.6,171.6,87.8,223.7,19.4,8,Partially cloudy
2015-05-31,6.81,,30.39,4.64,7.29,0,23.2,,37,19.6,27.7,34,19.6,26.5,5,27.9,0,0,0,37.1,309.3,0.5,369.4,31.9,10,Clear
2015-06-01,6.76,,30.23,3.51,8.92,0,18.33,,36.2,19.1,27.9,33.8,19.1,26.8,8.4,33.9,0,0,0,31,221.6,6.1,348.1,29.9,10,Clear
2015-06-02,6.81,,29.96,3.07,7.91,0,15.93,,36,21.6,28.8,33.3,21.6,27.6,4.8,23.9,0,0,0,41.4,53.8,1.3,334.6,29,10,Clear
2015-06-03,6.82,,31.16,3.08,6.67,0,13.41,,35.8,22.8,29.3,33.3,22.8,28.1,4.2,20.9,0,0,0,33.1,76.2,18.9,317.3,27.5,10,Clear
2015-06-04,6.8,,31.25,2.01,6.88,0,14.78,,36.9,21.4,29.4,34.3,21.4,28.2,5.5,23.9,0,0,0,21.2,112.6,4.8,339.7,29.3,10,Clear
2015-06-05,6.79,,31.88,2.44,5.93,0,13.27,,38.5,21.2,30.5,35.5,21.2,29,2,17.3,0,0,0,27.7,131.8,12.9,352.5,30.3,10,Clear
2015-06-06,6.81,,32.84,3.89,5.72,0,20.82,,38.3,23.5,30.5,35.2,23.5,28.9,2.4,18,0,0,0,34.9,117.6,49.6,294.5,25.5,10,Partially cloudy
2015-06-07,6.8,,32.65,4.54,4.99,0,19.31,,37.9,21.8,29.7,35.1,21.8,28.4,3.1,19.3,0,0,0,30.6,161.6,2.1,329.4,28.5,10,Clear
2015-06-08,6.76,,28.86,2.56,7.43,0,19.98,,37.1,19.4,27.9,34,19.4,26.7,2.6,25.2,0,0,0,39.6,282,0.3,371.9,31.9,10,Clear
2015-06-09,6.8,,28.6,6.2,9.78,0,26.49,,35.7,17.3,25.4,33,17.3,24.5,7.5,39.2,0,0,0,42.1,321.7,22.6,362.1,31.2,10,Partially cloudy
2015-06-10,6.82,,28.11,5.99,10.48,0,22.99,,35.5,17.8,25.8,32.8,17.8,24.8,6.3,36.2,0,0,0,38.5,316.3,1.1,375.7,32.3,10,Clear
2015-06-11,6.84,,26.57,5.37,9.71,0,21.24,,34.2,15.2,23.8,31.6,15.2,22.9,4.7,37.9,0,0,0,33.8,309.6,10.2,378.3,32.6,10,Clear
2015-06-12,6.86,,25.01,5.29,11.07,0,25.85,,32.7,14.5,23.1,30.3,14.5,22.3,4.6,37.6,0,0,0,35.6,318.1,27.8,371,32.1,10,Partially cloudy
2015-06-13,6.83,,25.19,5.52,10.05,0,25.45,,31.7,14.8,22.8,29.5,14.8,22.1,4.2,36.3,0,0,0,37.4,313,2.9,373.2,32,10,Clear
2015-06-14,6.87,,26.73,4.6,8.12,0,18.63,,33.4,16.6,23.3,30.9,16.6,22.7,4.2,33.8,0,0,0,34.6,306.4,23.2,339.9,30.7,10,Partially cloudy
2015-06-15,6.82,,27.23,4.58,8.54,0,18.87,,35.4,14.2,24.5,32.6,14.2,23.5,2.5,31.4,0,0,0,31.7,313.2,0.2,374.2,32.2,10,Clear
2015-06-16,6.76,,29.27,3,7.85,0,17.18,,37.3,17,27.4,34.2,17,26.1,2.5,26,0,0,0,26.6,260,0.1,376.8,32.5,10,Clear
2015-06-17,6.78,,30.64,2.27,7.48,0,20.3,,39.3,20.2,29.8,35.9,20.2,28.3,3.1,22.5,0,0,0,34.2,242.7,0,373.7,32.5,10,Clear
2015-06-18,6.75,,33.36,3.96,6.18,0,16.14,,40.6,21.2,30.2,36.8,21.2,28.6,2.6,23.1,0,0,0,29.5,307.2,0.4,376.4,32.3,10,Clear
2015-06-19,6.73,,32.65,3.69,6.85,0,16.78,,40.2,19.5,29,36.5,19.5,27.5,2.4,25.3,0,0,0,29.9,308.7,1.8,370.8,31.9,10,Clear
2015-06-20,6.73,,32.78,4.17,5.28,0,15.12,,41.9,20.1,30.3,37.7,20.1,28.6,2.4,25,0,0,0,28.8,304.2,1.4,370.7,31.9,10,Clear
2015-06-21,6.75,,34.27,4.4,3.63,0,21.2,,42.4,21.5,31.4,38.4,21.5,29.6,2.3,21.4,0,0,0,33.1,311.6,0,361.3,31.1,10,Clear
2015-06-22,6.75,,35.58,3,2.91,0,18.48,,43.1,24.1,33.2,39.1,24.1,31.2,0.1,13.7,0,0,0,34.6,304,3.5,348.7,30.1,10,Clear
2015-06-23,6.76,,33.13,4.87,3.41,0,18.15,,38.8,20.4,29.7,35.4,20.4,28.3,1,19.5,0,0,0,42.5,302.9,3.4,350,30,10,Clear
2015-06-24,6.77,,31.33,4.09,7.05,0,22.27,,39,18.1,28.1,35.6,18.1,26.8,5,30.4,0,0,0,32.8,318.3,18.3,372.9,32.1,10,Clear
2015-06-25,6.74,,33.48,3.39,5.35,0,13.66,,40,21.4,30.8,36.4,21.4,29.2,3.5,23.4,0,0,0,29.2,230.8,2.8,371.8,32,10,Clear
2015-06-26,6.76,,34.07,3.2,4.96,0,15.13,,41.2,22.9,31.9,37.5,22.9,30.1,3.9,20.8,0,0,0,25.9,197.7,0,371.4,32,10,Clear
2015-06-27,6.75,,33.9,1.9,4.77,0,15.2,,41.6,24.7,33.1,38.1,24.7,31.2,3.5,18,0,0,0,16.2,182.1,1,351,30.3,10,Clear
2015-06-28,6.73,,37.65,3.41,3.08,0,20.51,,44.5,26.4,35.8,44.5,25.9,34,-0.1,11.2,0,0,0,32,275.7,14.4,315.1,27.3,10,Clear
2015-06-29,6.69,,38.56,4.75,2.52,0,12.91,,44.3,30.2,36.7,44.3,28.3,34.4,-3.1,8.2,0,0,0,31,327.7,19.7,338.4,29.3,10,Clear
2015-06-30,6.71,,37.74,3.49,2.69,0,18.76,,44,28.9,36,44,27.2,33.8,-1.6,9.6,0,0,0,29.2,312.9,0,343.1,29.6,10,Clear
2015-07-01,6.69,,36.68,2.22,2.94,0,10.02,,43.8,26.1,35.1,43.8,26.1,33.1,-0.3,11.5,0,0,0,30.2,298.7,1.9,338.7,29,10,Clear
2015-07-02,6.69,,36.89,2.27,3.02,0,12.15,,44.1,26.2,35.3,44.1,26.2,33.4,-0.9,11.7,0,0,0,25.6,277.4,0.9,351.6,30.4,10,Clear
2015-07-03,6.71,,37.12,3.01,3.2,0,14.93,,44.1,26.7,35.7,44.1,26.1,33.7,0.5,12.5,0,0,0,29.5,234.3,1,340.2,29.3,10,Clear
2015-07-04,6.72,,37.2,3.33,3.4,0,15.27,,42.7,26.9,34.9,39.1,26,32.4,1.8,13.4,0,0,0,26.6,102.4,2.6,354.2,30.5,10,Clear
2015-07-05,6.74,,35.75,3.03,4.68,0,10.45,,42,25.6,34,38.7,25.6,31.8,2.4,14.3,0,0,0,27.4,89,1.8,342.3,29.5,10,Clear
2015-07-06,6.73,,35.01,3.08,5.57,0,14.5,,41.2,27.3,34,38.8,26.9,32.4,9.2,23.6,0,0,0,30.2,155.2,84,307.3,26.6,10,Partially cloudy
2015-07-07,6.72,,34.56,3.69,6.33,0,17.85,,40.9,25.8,33.8,38.3,25.8,32.1,8,22.9,0.2,100,8.33,20.2,177,72.5,342.7,29.5,10,"Rain, Partially cloudy"
2015-07-08,6.69,,35,3.38,6.02,0,17.18,,40.3,27.2,34.2,37.5,26.5,32.1,6.6,19.7,0,0,0,23,193.2,56.9,263.8,22.7,8,Partially cloudy
2015-07-09,6.73,,35.42,3.75,5.62,0,17.12,,42.2,28,35.6,39.1,27.1,33.3,6.3,18,0,0,0,26.3,138,9.5,340.4,29.4,10,Clear
2015-07-10,6.73,,35.16,3.47,6.01,0.6,15.78,,42.9,27.6,35.5,39.2,26.8,33,4.2,16.1,0,0,0,25.6,116.1,35.1,346.8,30.1,10,Partially cloudy
2015-07-11,6.73,,35.21,2.63,5.5,0,17.98,,40.2,26.5,34.2,37.2,26.2,31.9,0.8,12.3,0,0,0,22.7,81.9,45.8,304.7,26.2,8,Partially cloudy
2015-07-12,6.7,,36.26,4.12,4.92,0,18.83,,42.9,28.6,35.9,39.6,27.3,33.5,5,15.8,0,0,0,31.3,99.5,13,327.5,28.2,10,Clear
2015-07-13,6.73,,35.4,3.83,5.39,0,13.28,,42.9,27.2,35.5,39.3,26.5,33.1,4.5,16.6,0,0,0,21.6,139.2,38.8,334.7,28.7,10,Partially cloudy
2015-07-14,6.7,,35.62,3.4,5.3,0.5,21.66,,42.8,28.1,35.1,39.7,26.9,33,6,17.8,0,0,0,46.8,167.8,14.7,330.5,28.6,10,Clear
2015-07-15,6.71,,36.38,4.16,4.7,0,22.42,,43.2,27.7,35.7,39.9,26.7,33.3,5.3,16.7,0,0,0,30.2,156,9.1,330,28.6,10,Clear
2015-07-16,6.72,,35.87,3.79,5.08,0,16.58,,41.2,28,35,38.6,26.8,32.8,5.7,17,0,0,0,19.1,229.3,39.5,303.4,26.1,9,Partially cloudy
2015-07-17,6.74,,35.87,2.91,5.67,0,11.78,,43,27,34.8,39.8,26.5,32.8,7,20.4,0,0,0,29.5,266.2,8.9,332.2,28.6,10,Clear
2015-07-18,6.73,,37.25,3.77,5.23,0,18.36,,43.5,26.9,35.3,43.5,26.5,33.3,5.9,18.6,0,0,0,26.6,231.9,6.6,332.7,28.7,10,Clear
2015-07-19,6.69,,36.98,3.61,5.18,0,15.57,,42.4,29.1,35.3,39.6,27.6,33.1,6.8,18.4,0,0,0,28.8,116.7,23.8,302.1,25,9,Partially cloudy
2015-07-20,6.7,,36.54,3.47,5.28,0,22.8,,42.9,28.4,35.3,40.2,27.5,33.5,8.9,21.7,0,0,0,37.1,55.9,32.6,306.8,26.3,10,Partially cloudy
2015-07-21,6.63,,36.5,2.82,5.48,1.8,22.76,,43.9,30.2,37.3,43.9,28.5,35.3,5.6,15.7,0,0,0,27.7,107.5,34.3,312.1,26.9,9,Partially cloudy
2015-07-22,6.71,,37.65,3.2,4.98,0,20.66,,44.6,29.1,37.2,44.6,28.1,35.5,6.5,16.9,0,0,0,28.8,110.5,16.8,341,29.4,10,Clear
2015-07-23,6.73,,38.93,3.12,4.08,0,12.58,,44.2,30,37.2,44.2,28.2,35,3.3,13.3,0,0,0,23.4,163.1,16.1,331.7,28.7,10,Clear
2015-07-24,6.68,,37.12,4.23,4.16,0,21.26,,44.5,30,37.2,44.5,28.2,35.1,2.3,12.4,0,0,0,32,279.6,4.6,353.6,30.7,10,Clear
2015-07-25,6.73,,36.25,3.9,2.95,0,17.81,,44.3,25,34.6,44.3,25,32.6,-2.6,12.2,0,0,0,26.6,293.9,0,372.5,32.2,10,Clear
2015-07-26,6.73,,35.15,1.67,4.87,0,11.44,,44.1,25.3,34.8,44.1,25.3,33.1,0.9,15.1,0,0,0,27.7,283.5,0,348.7,30,10,Clear
2015-07-27,6.72,,38.35,3.37,2.78,0,13.38,,44.8,27.4,36.3,44.8,26.3,34.5,1.2,12.3,0,0,0,25.6,274.8,9.2,334.3,28.8,10,Clear
2015-07-28,6.69,,38.78,3.88,2.74,0,13.29,,45.5,29.2,37.2,45.5,27.5,35.5,2.3,12.4,0,0,0,37.8,279.8,4.7,330.6,28.7,10,Clear
2015-07-29,6.66,,38.95,4,3.11,0,15.86,,45.6,29.8,37.3,45.6,28.3,35.6,3.1,14.1,0,0,0,34.6,283,18.6,329.2,28.6,10,Clear
2015-07-30,6.72,,39.1,3.29,3.49,0,12.99,,45.5,28.9,36.9,45.5,27.4,35.2,4.6,15.5,0,0,0,31,190,12.9,317.6,27.5,10,Clear
2015-07-31,6.66,,38.73,2.32,4.23,0,10.79,,44.7,28.4,36.3,44.7,27.8,34.7,5.8,18.1,0,0,0,36.4,227.2,19.1,300.7,26.2,9,Clear
2015-08-01,6.72,,36.95,2.67,5.19,0,12.54,,42.9,26,33.6,39.5,26,32,8.4,25.2,0,0,0,35.6,257.3,2,331.6,28.5,10,Clear
2015-08-02,6.73,,34.49,1.32,6.64,0,10.28,,42.6,24.2,33.5,38.6,24.2,31.5,4.9,22.2,0,0,0,22,227.5,5.4,342.9,29.5,10,Clear
2015-08-03,6.73,,35.93,1.9,4.8,0,9.43,,44.4,27,35.6,44.4,26.6,34,7,20.5,0,0,0,30.2,265.7,3.8,317.8,27.5,10,Clear
2015-08-04,6.7,,37.17,3.37,5.33,0,21.37,,43.9,28.6,36,43.9,28.1,34.4,8,21.5,0,0,0,29.5,126.9,11.1,317.3,27.3,10,Clear
2015-08-05,6.69,,37.17,2.76,5.85,0.7,23.36,,43.3,28.4,35.7,40.2,27,33.4,5.9,16.9,0,0,0,31.7,113.7,11.2,281.3,24.3,9,Clear
2015-08-06,6.73,,34.89,3.32,8.39,0,16.95,,40.3,27.7,33.6,39.5,26.5,32,7.6,20.3,0,0,0,38.2,98.1,17.1,282,24.2,9,Clear
2015-08-07,6.77,,31.19,2.01,14.38,0,11.32,,36.2,27.3,31.7,34.5,26.7,30.5,10.8,28.2,6,100,37.5,13,175.3,78,219.1,18.7,7,"Rain, Partially cloudy"
2015-08-08,6.76,,35.16,2.88,8.2,0,12.51,,40.4,26.4,33.4,38.5,26.4,32.3,11.6,28.7,0,0,0,18.4,210.9,39.6,283,24.5,9,Partially cloudy
2015-08-09,6.72,,34.56,2.18,9.87,3.4,17.99,,40,29.1,34.3,38.7,28.4,33.3,12.2,27.4,0,0,0,14.4,271.5,63.2,186,16.1,6,Partially cloudy
2015-08-10,6.71,,34.95,3.54,9.73,0,17.54,,42,28.3,35.2,40.2,28.2,34.1,12.2,27.2,0,0,0,28.8,195.5,21.3,303.7,26.3,9,Partially cloudy
2015-08-11,6.72,,36.64,3.45,7.03,0,17.79,,42.7,29.7,35.8,39.7,28.9,33.9,8.8,21.6,0,0,0,26.6,155.7,34.4,307.8,26.7,10,Partially cloudy
2015-08-12,6.75,,35.09,4,8.12,0.2,18.34,,41.8,29.5,34.6,39.9,28.4,32.9,8.1,20.7,0,0,0,35.3,242.8,20.1,265.2,23,9,Partially cloudy
2015-08-13,6.8,,29.88,3.9,17.81,6.4,25.13,,40.1,28.3,32.4,38.8,27.9,31.5,13,32.3,0.2,100,8.33,37.1,288.7,79.3,204.4,17.5,8,"Rain, Partially cloudy"
2015-08-14,6.78,,33.88,3.72,9.49,0,16.85,,41.1,26.4,33,39.9,26.4,32.2,12.6,31.3,0,0,0,32.4,321.3,80,271.9,23.5,9,Partially cloudy
2015-08-15,6.74,,33.07,5.53,9.1,0,21.01,,40.4,24.9,31.6,38.2,24.9,30.5,10.3,29.9,0,0,0,38.5,321.1,28.3,322.5,27.8,10,Partially cloudy
2015-08-16,6.77,,33.33,4.56,6.07,0,19.36,,41.2,22.7,31.1,37.4,22.7,29.5,2.7,20.7,0,0,0,31.3,310.2,0,342.5,29.5,10,Clear
2015-08-17,6.77,,31.01,2.82,9.56,0,12.56,,39.2,21.5,29.9,36,21.5,28.5,5.9,26.7,0,0,0,29.5,281.5,13.4,315.2,27.3,10,Clear
2015-08-18,6.71,,29.23,2.44,13.56,0,11.6,,38.5,20.1,28.8,35.8,20.1,27.7,9.9,37.5,0,0,0,23.4,302.2,0.3,337.5,29.2,10,Clear
2015-08-19,6.73,,32.37,2.61,7.5,0,12.77,,40.1,21.9,30.7,36.6,21.9,29.1,4.6,25.6,0,0,0,24.5,271.4,0.1,333.5,28.8,10,Clear
2015-08-20,6.76,,33.38,2.29,6.6,0,16.44,,41.9,24.8,32.9,39,24.8,31.2,6.2,22.1,0,0,0,20.2,275.8,48.1,294.7,25.7,10,Partially cloudy
2015-08-21,6.72,,36.02,4.08,5.49,0,15.67,,39.9,28.3,33.4,38,27,31.6,6.8,19.5,0,0,0,25.2,304.1,65.2,176.5,15.2,6,Partially cloudy
2015-08-22,6.76,,35.18,4.18,6.68,0,16.02,,41.2,27.5,33.7,38.7,26.6,31.9,7.1,20.4,0,0,0,27,275.8,57,246.7,21.2,8,Partially cloudy
2015-08-23,6.76,,35.24,2.75,5.84,0,12.52,,42,24.6,32.8,38.9,24.6,31.1,6,21.1,0,0,0,33.5,260.5,5.6,304.2,26.4,10,Clear
2015-08-24,6.77,,34.25,5.73,4.16,0,18.31,,42.4,23.4,31.8,38.1,23.4,30.1,2.4,20.3,0,0,0,29.9,316.5,21.7,334.2,28.9,10,Partially cloudy
2015-08-25,6.72,,34.71,3.49,5.57,0,13.85,,42.7,23.6,32,38.3,23.6,30.2,2.1,19.4,0,0,0,33.5,306.5,0,334.8,28.8,10,Clear
2015-08-26,6.71,,34.3,3.53,5.16,0,14.85,,42.4,22.2,31.7,38.2,22.2,29.9,3.5,23.7,0,0,0,31.3,289.9,0,337.6,29.1,10,Clear
2015-08-27,6.74,,32.58,1.67,5.77,0,10.44,,41.9,23.6,32.3,37.9,23.6,30.4,2.4,19.3,0,0,0,29.9,221.4,0,335.3,29,10,Clear
2015-08-28,6.73,,31.79,2.61,7.67,8.9,16.25,,40,25.4,32.5,37.4,25.4,30.8,2.4,15.1,0,0,0,28.8,144.9,28.8,218.7,18.8,8,Partially cloudy
2015-08-29,6.79,,33.02,3.85,9.47,0.2,16.05,,41.3,26.6,33.8,38.3,26.5,31.7,5.3,18,0,0,0,22.3,124.7,58.2,218.4,18.8,8,Partially cloudy
2015-08-30,6.78,,33.69,2.63,9.39,0,16.44,,41.9,26.8,34.5,39.8,26.2,32.6,6.9,19,0,0,0,20.5,107.2,18.9,281.6,24.2,9,Clear
2015-08-31,6.76,,33.98,2.17,9.12,3.6,18.25,,41,27.4,33.7,39.1,27.2,32.5,11.3,27.5,0,0,0,25.6,146.2,29.2,267.6,23,9,Partially cloudy
2015-09-01,6.74,,30.9,1.46,12.2,0,8.89,,38.2,26.9,32.2,35.6,26.6,30.6,8.2,24.3,1.5,100,16.67,29.2,246.4,73.6,147.4,12.9,6,"Rain, Partially cloudy"
2015-09-02,6.79,,31.88,2.66,8.38,0,14.7,,39.3,23.5,30.5,36.2,23.5,29.2,5.9,24.8,0,0,0,30.6,289,4.3,310.7,26.7,10,Clear
2015-09-03,6.79,,31.95,3.76,5.75,0,15.26,,39.8,19.7,29,36.2,19.7,27.5,4.8,29.8,0,0,0,31.3,302.4,57.1,319.3,27.4,10,Partially cloudy
2015-09-04,6.77,,31.84,2.94,7.12,0,14.04,,39.7,21,29.9,36.5,21,28.4,5.4,26.6,0,0,0,28.4,288.4,11,319.8,27.7,10,Clear
2015-09-05,6.79,,31.6,1.45,6.8,0,8.69,,38.4,22.7,30,35.4,22.7,28.6,4.6,22.1,0,0,0,26.3,252,0.4,316,27.4,10,Clear
2015-09-06,6.77,,31.01,2.25,8.31,0,12.18,,38,21.9,29.7,35.1,21.9,28.4,5.5,24.5,0,0,0,27.4,291.1,0,313.3,27.1,10,Clear
2015-09-07,6.76,,30.34,3.26,7.04,0,14.09,,37.4,21.8,29.1,35.1,21.8,28,7,27.2,0,0,0,31.3,293.2,14.4,296.8,25.7,10,Clear
2015-09-08,6.73,,30.55,4.85,8.83,0,18.3,,37.6,20.6,27.8,34.8,20.6,26.7,7.3,31.3,0,0,0,45,326.1,22.5,309.4,26.7,10,Partially cloudy
2015-09-09,6.74,,31.54,4.03,8.99,0,15.97,,38.3,22.4,30,35.5,22.4,28.5,5.8,25.3,0,0,0,35.6,177.3,35.8,307.4,26.4,10,Partially cloudy
2015-09-10,6.74,,31.71,2.56,7.78,0,13.59,,38.4,22.3,30.4,35.7,22.3,29,3.8,19.6,0,0,0,20.5,123.9,23.4,294.3,25.5,9,Partially cloudy
2015-09-11,6.78,,31.67,2.24,5.84,0,12.51,,38.7,22.6,30.9,35.6,22.6,29.2,1.2,15.9,0,0,0,19.1,136.7,35.4,300.8,26.1,10,Partially cloudy
2015-09-12,6.78,,31.67,1.58,6.45,0,10.01,,38.8,22.7,30.5,36,22.7,29.1,6.3,24.7,0,0,0,18.4,237.8,0,298.4,25.8,10,Clear
2015-09-13,6.78,,32.06,1.92,7.43,0,10.37,,39.4,22.8,30.5,36.6,22.8,29.2,6.5,24.8,0,0,0,25.9,282.6,0,300.7,26.1,10,Clear
2015-09-14,6.79,,30.07,2.76,10.02,0,18.42,,39,21.8,29.5,35.8,21.8,28.2,6.3,27.3,0,0,0,37.1,302.3,0,303.6,26.2,10,Clear
2015-09-15,6.78,,31.05,4.46,8.81,0,19.57,,38.2,20.2,27.6,35.2,20.2,26.6,8.5,37.2,0,0,0,40.3,315.7,0.4,304.2,26.2,10,Clear
2015-09-16,6.78,,30.33,4.66,9.98,0,22.01,,37.7,19.4,26.5,35,19.4,25.7,9.8,40.7,0,0,0,47.5,321.9,0.4,300.4,26.1,10,Clear
2015-09-17,6.79,,29.75,4.09,10.97,0,23.18,,37.4,18.2,26.5,34.3,18.2,25.5,6.9,37.2,0,0,0,41.8,318.3,0.4,300.9,26,10,Clear
2015-09-18,6.81,,29.41,3,10.23,0,18.04,,35.6,20.5,27.6,32.9,20.5,26.5,6.5,30,0,0,0,31.3,208.7,0.3,294.7,25.4,10,Clear
2015-09-19,6.83,,27.93,1.62,12.17,0,12.3,,33.8,18.4,26.6,31.7,18.4,25.8,8.4,34.5,0,0,0,22,172.4,15.6,291.7,25.2,9,Clear
2015-09-20,6.83,,28.24,2.22,14.22,0,13.39,,34.6,23.2,29,32.5,23.2,27.9,7.7,26.8,0.4,100,16.67,13,169.5,51.9,267.4,23.1,9,"Rain, Partially cloudy"
2015-09-21,6.78,,30.44,3.42,9.83,0,19.98,,36.9,23.1,30.2,34.6,23.1,29,8.3,26.7,0,0,0,26.6,300.9,14.3,260.9,22.6,8,Clear
2015-09-22,6.8,,31.1,2.98,9.77,0,11.92,,37.9,23.9,30.8,35.4,23.9,29.4,6,22,0,0,0,36.4,207.7,61.5,257.9,22.3,9,Partially cloudy
2015-09-23,6.77,,29.81,1.88,13.01,0,13.18,,32.8,25.7,28.6,31.2,25.7,27.9,10.3,32.2,0.4,100,16.67,32.8,233.4,85.6,114.6,10,4,"Rain, Partially cloudy"
2015-09-24,6.8,,28.77,2.01,12.51,0.1,15.77,,33.1,22.7,27.4,31.4,22.7,26.7,10.2,35.6,0.2,100,8.33,24.8,199.7,79,179.4,15.5,8,"Rain, Partially cloudy"
2015-09-25,6.83,,27.68,2.26,12.46,0,13.23,,30.8,22.4,26.3,29.8,22.4,25.9,11.5,40.1,0.5,100,16.67,25.2,141,85.3,171.3,14.9,8,"Rain, Partially cloudy"
